FENESIS_ID	FENESIS_Name_English	FENESIS_Name_latin	FENESIS_description	FMA_Info
342.17	Anterior cutaneous branch	Ramus cutaneus anterior	 It frequently penetrates the aponeurosis of the external oblique just above the superficial inguinal ring and supplies the skin in this area. C //	FMA20600:Hypogastric branch of iliohypogastric nerve
342.19	Anterior scrotal nerves	Nervi	. Sensory branches to the anterior skin of the scrotum, mons pubis and adjacent skin of the thigh. C //.	FMA75479:Set of anterior scrotal nerves
342.20	Anterior labial nerves	Nervi	. Sensory rami to the labium majus, mons pubis and adjacent skin of the thigh. C //.	FMA75478:Set of anterior labial nerves
342.22	Genital branch	Ramus genitalis	 Branch that courses through the inguinal canal and supplies the cremaster muscle, skin of scrotum (labium majus) and adjacent skin of the thigh. C //	FMA20560:Genital branch of genitofemoral nerve
342.23	Femoral branch	Ramus femoralis	 Branch that passes through the vascular lacuna (between femoral artery and iliopectineal arch), then through the saphenous hiatus to supply the skin located there. C //	FMA16496:Femoral branch of genitofemoral nerve
342.26	Anterior branch	Ramus anterior	 Nerve that courses on top of the adductor brevis and obturator externus muscles and beneath the adductor longus and pectineus muscles. It supplies these and the gracilis muscles. C //.	FMA45306:Anterior branch of obturator nerve
342.27	Cutaneous branch	Ramus cutaneus	 Variable terminal branch which appears between the adductor longus and gracilis muscles and supplies the distal 2/3 of the skin of the thigh. C //	FMA45331:Cutaneous branch of obturator nerve
342.28	Posterior branch	Ramus posterior	 It pierces the obturator externus and supplies it and the adductor magnus and brevis. Via a sensory branch it extends as far as the posterior wall of the knee joint. C //.	FMA45307:Posterior branch of obturator nerve
342.29	Muscular branches	Rami musculares	 Branches supplying the previously named muscles. C //	FMA75505:Set of muscular branches of posterior branch of obturator nerve
342.30	Accessory obturator nerve	Nervus obturatorius accessorius	 It frequently arises as an additional obturator nerve from L3?4 to supply the pectineus and hip joint.//	none
344.2	Muscular branches	Rami musculares	 Branches to the sartorius, pectineus and quadriceps femoris muscles. A //	FMA52189:Muscular branch of femoral nerve
344.3	Anterior cutaneous branches	Rami cutanei anteriores	 Main branches for the distal 3/4 of the anterior surface of the thigh up to the patella. A //	FMA45250:Anterior cutaneous branch of femoral nerve
344.6	Medial cutaneous branches of the leg	Rami cutanei cruris mediales	 Branches of saphenous nerve to skin of the lower leg and foot. A //	FMA45328:Medial cutaneous nerve of leg
344.9	Nerve to obturator internus muscle	Nervus musculi obturatorii interni	 Nerve that arises from L5?S2 and passes through the greater sciatic foramen into the ischioanal fossa from which it extends to the obturator internus muscle.//	FMA78711:Nerve to obturator internus
344.10	Nerve to piriformis muscle	Nervus musculi piriformis	 Nerve that arises from S1?2 and proceeds to the anterior side of the piriformis.//	FMA16509:Nerve to piriformis
344.11	Nerve to quadratus femoris	Nervus musculi quadrati femoris	 Nerve that arises from L4?S1, passes through the greater sciatic foramen and proceeds down to the quadratus femoris and the hip joint. //	FMA78705:Nerve to quadratus femoris
344.12	Superior gluteal nerve	Nervus gluteus superior	 Nerve that arises from L4?S1, passes through the greater sciatic foramen cranial to the piriformis “suprapiriform foramen” and then between the gluteus medius and minimus as far as the tensor fasciae latae. It supplies all of the abovementioned muscles except the piriformis. B //.	FMA16510:Superior gluteal nerve
344.13	Inferior gluteal neve	Nervus gluteus inferior	 Nerve that arises from L5?S2, passes through the infrapiriform foramen and supplies the gluteus maximus. B //	FMA16511:Inferior gluteal nerve
344.14	Posterior femoral cutaneous nerve	Nervus cutaneus femoralis posterior	 Nerve that arises from S1?3, passes through the greater sciatic foramen below the piriformis “infrapiriform foramen” and supplies the skin on the posterior side of the thigh and proximal portion of lower leg. B //	FMA45337:Posterior femoral cutaneous nerve
344.16	Perineal branches	Rami perineales	 Branches that arise from the lower margin of the gluteus maximus and pass beneath the ischial tuberosity medially to the scrotum (labia). One of the branches ascends as far as the coccyx. B //.	FMA21847:Perineal branch of posterior femoral cutaneous nerve
344.20	Communicating branch of common peroneal (fibular) nerve	Ramus communicans fibularis	 It passes beneath the fascia over the lateral head of the gastrocnemius and joins the medial sural cutaneous nerve to form the sural nerve. B //	none
344.22	Muscular branches	Rami musculares	 Branches to the peroneus longus and brevis. //	FMA44808:Muscular branch of superficial fibular nerve
344.25	Dorsal digital nerves of foot	Nervi	. Branches for all toes except the distal phalanges. A //.	FMA75491:Set of dorsal digital nerves of foot
344.27	Muscular branches	Rami musculares	 Rami passing to the tibialis anterior, extensor hallucis longus and brevis, and extensor digitorum longus and brevis muscles. A //	FMA75509:Set of muscular branches of deep fibular nerve
344.28	Dorsal digital nerves of lateral surface of great toe and of medial surface of second toe	Nervi	. Sensory branches. A //.	FMA75491:Set of dorsal digital nerves of foot
346.10	Common plantar digital nerves	Nervi	. They course in the interval between toes 1?4 and divide to form the proper plantar digital nerves. A //.	FMA75492:Set of common plantar digital nerves
346.11	Proper plantar digital nerves	Nervi	. Cutaneous nerves passing on the tibial and fibular sides of the flexor aspect of the medial 31/2 toes. They supply the distal phalanges, including their dorsal aspect. A //	FMA75493:Set of proper plantar digital nerves
346.13	Superficial branch	Ramus superficialis	 Perdominantly sensory branch of lateral plantar nerve. A //	FMA44763:Superficial branch of lateral plantar nerve
346.14	Common plantar digital nerves	Nervi	. Two branches, one passing to the little toe and giving off a branch to the flexor digiti minimi brevis, the other proceeding to the interval between the 4th and 5th toes. A //.	FMA75492:Set of common plantar digital nerves
346.15	Proper plantar digital nerves	Nervi	. They pass to the fibular and tibial sides of the little toe as well as to the fibular side of the 4th toe. A //.	FMA75493:Set of proper plantar digital nerves
346.16	Deep branch	Ramus profundus	 Muscular branch passing in company with the plantar arch to the interossei, adductor hallucis and the lateral three lumbrical muscles. A //	FMA44764:Deep branch of lateral plantar nerve
346.20	Posterior scrotal (labial) nerves	Nervi	. They reach the scrotum (labium majus) from behind. C //.	FMA75481:Set of posterior scrotal nerves
346.21	Muscular branches	Rami musculares	 They supply the muscles of the perineum. //	FMA21894:Muscular branch of perineal nerve
346.26	Anococcygeal nerves	Nervi	. Several fine nerves from the coccygeal plexus. They pierce the anococcygeal ligament and supply the skin lying over it. C //	FMA19038:Anococcygeal nerve
348.3	GANGLIA OF AUTONOMIC PLEXUS	Ganglia plexuum autonomicorum (visceralium)	 Groups of ganglion cells scattered in the autonomic plexuses for synaptic connections between pre- and postganglionic fibers. //	FMA76794:Set of peripheral autonomic plexuses and ganglia
348.3a	PARS THORACICA AUTONOMICA	Thoracicpart of the autonomic nervous system	 //.	FMA77573:Thoracic part of peripheral autonomic plexuses and ganglia
348.8	Pulmonary branches	Rami pulmonales	 Rami from the 3rd to 4th thoracic sympathetic ganglia, particularly to the posterior part of the pulmonary plexus. B //	none
348.9	Pulmonary plexus	Plexus plumonalis	 Plexus in front of and behind the hilum of the lung formed by vagal and sympathetic fibers. It is connected across the midline with the pulmonary plexus of the opposite side and with the cardiac plexus. B //.	FMA6629:Pulmonary nerve plexus
348.9a	PARS ABDOMINALIS AUTONOMICA		 Abdominal part of the autonomic nervous system; //	FMA77575:Abdominal part of peripheral autonomic plexuses and ganglia
348.12	Celiac ganglia	Ganglia coelica	 Aggregations of ganglion cells communicating with the celiac plexus and lying to the right and left of the aorta by the celiac trunk. A //	FMA77570:Celiac ganglion
348.20	Gastric plexus	Plexus gastrici	 Autonomic nerve plexus for the stomach. The anterior and posterior part is formed by the vagus, the left part is a continuation of the celiac plexus along the left gastric artery. C //.	FMA75496:Set of gastric nerve plexuses
350.4	Subserosal plexus	Plexus subserosus	 Fine autonomic plexus located directly beneath the serosa. C //	FMA77598:Subserous plexus
350.5	Myenteric (Auerbach’s) plexus	Plexus myentericus Auerbach	 Prominent plexus situated between the longitudinal and circular muscle layers. It contains ganglion cells and regulates the peristaltic action of the intestine. C //.	FMA63252:Myenteric nerve plexus
350.6	Submucosal (Meissner’s) plexus	Plexus submucosus Meissner	 Prominent plexus occupying the submucosa. It contains ganglion cells and regulates the activity of the muscularis mucosae and villi. C //.	FMA21542:Submucosal nerve plexus
350.8a	PARS PELVICA AUTONOMICA	Pelvic part of the autonomic nervous system	//.	FMA77595:Pelvic part of peripheral autonomic plexuses and ganglia
350.19	Cavernous nerves of penis	Nervi	. Rami from the prostatic plexus to the cavernous bodies of the penis. E //.	FMA75477:Set of cavernous nerves of penis
350.21	SYMPATHETIC PART (SYSTEM)	Pars sympathetica	 Thoracolumbar part of the autonomic nervous system represented in the sympathetic trunk. Excitable by adrenalin (adrenergic), it has a stimulatory effect on the circulation and an inhibitory effect on the intestinal tract.//.	FMA9906:Sympathetic nervous system
350.22	Sympathetic trunk	Truncus sympatheticus	 Chain of ganglia connected by nerve fibers. It lies to the right and left of the vertebral column and extends from the base of the skull to the coccyx. B //.	FMA6258:Sympathetic trunk
350.23	Ganglia of sympathetic trunk	Ganglia trunci sympathetici	 Groups of small, mostly multipolar ganglion cells producing macroscopic thickenings and forming synaptic sites between myelinated preganglionic and nonmyelinated postganglionic fibers. B //	FMA5891:Paravertebral ganglion
350.24	Interganglionic branches	Rami interganglionares	 Bundles of white and gray fibers linking the sympathetic ganglia. B //	FMA6275:Interganglionic branch of sympathetic trunk
350.25	Rami communicates		 Communicating branches (afferent and efferent) between the spinal nerves and sympathetic trunk. B //	FMA75599:Set of communicating branches of sympathetic trunk with spinal nerve
352.3	Laryngopharyngeal branches	Rami laryngopharyngeales	 Postganglionic fibers to the pharyngeal plexus. A //	FMA75567:Set of laryngopharyngeal branches of superior cervical ganglion
352.9	Ansa subclavia		 Cord of nerve fibers forming a loop around the subclavian artery. A //	FMA6582:Ansa subclavia
352.15a	Thoracic plumonary branches	Rami pulmonales thoracici	 Efferent fibers from T2?4 ganglia to the pulmonary plexus at the lung hilum.//	FMA75565:Set of pulmonary branches of thoracic ganglia
352.15b	Esophageal branches		 Rami oesophageales; Efferent fibers from T2?5 ganglia//	FMA75566:Set of oesophageal branches of thoracic ganglia
352.19	Renal branch	Ramus renalis	 Occasional branch from the lesser splanchnic nerve to the renal plexus. E //	FMA6283:Least splanchnic nerve
352.22	Lumber splanchnic nerves	Nervi splanchnici lumbales (lumbares)	 Usually four nerves from the lumbar sympathetic trunk forming a plexus on L5. B //	FMA75472:Set of lumbar splanchnic nerves
352.25	Ganglion impar		Last unpaired sympathetic trunk ganglion lying in front of the coccyx B //.	FMA6567:Coccygeal ganglion
352.26	PARASYMPATHETIC PART (SYSTEM)	Pars parasympathetica	 Craniosacral component of the autonomic nervous system involving cranial nerves III, VII, IX, and X and sacral spinal nerves 2?4. Antagonistic to the sympathetic division, it slows down the heart beat and stimulates intestinal and sexual functions. //.	FMA9907:Parasympathetic nervous system
